carat,cut,color,clarity,depth,table,price,x,y,z
,Ideal,,VVS1,62.5,,702.0,4.42,,
0.39,Very Good,D,,62.2,,702.0,4.63,,2.9
0.33,Very Good,G,VVS2,,62.0,,4.39,4.43,2.71
,Ideal,,VS2,62.2,,702.0,4.37,4.41,2.73
,,,VS1,61.9,,,4.36,4.4,
0.32,Premium,E,VS2,61.7,58.0,702.0,4.38,4.41,2.71
0.32,,E,,61.7,,,4.36,4.42,2.71
0.4,Premium,G,SI1,,,702.0,,4.82,2.85
0.32,Ideal,E,,,57.0,702.0,,4.41,
0.32,Ideal,E,VS2,62.0,55.0,702.0,4.36,4.38,2.71
0.32,,E,VS2,61.4,56.0,702.0,4.4,,2.71
,Very Good,E,VS2,62.9,,702.0,4.36,4.39,2.75
0.4,Very Good,G,,62.7,59.0,702.0,4.67,4.71,2.94
0.32,,E,,62.0,,702.0,,4.46,2.74
0.32,Ideal,E,VS2,62.1,56.0,702.0,4.4,,2.74
,,,VS2,62.0,,702.0,4.37,4.41,
,Ideal,E,,,55.0,702.0,4.42,4.43,
0.4,Premium,G,SI1,,,702.0,4.71,4.74,
0.32,,E,VS2,62.6,58.0,702.0,,4.4,2.74
0.32,Premium,E,VS2,61.2,59.0,702.0,4.4,4.43,2.7
0.32,Ideal,,,,56.0,702.0,4.4,4.44,
0.4,Premium,,SI1,61.4,60.0,702.0,4.67,4.71,
0.32,Premium,E,VS2,60.5,58.0,702.0,,4.48,2.7
0.32,Ideal,E,,61.8,55.0,702.0,4.4,4.43,
0.32,Ideal,E,VS2,62.3,,702.0,,4.41,2.74
0.32,Ideal,E,VS2,,55.0,702.0,4.39,4.41,2.73
0.32,Very Good,E,VS2,60.5,,702.0,,4.49,
0.4,,G,SI1,62.8,60.0,702.0,4.66,4.7,2.94
0.32,,E,VS2,61.7,56.0,702.0,4.41,,2.73
0.4,Very Good,G,SI1,59.2,61.0,,4.78,4.81,2.84
0.32,Ideal,E,VS2,62.1,54.0,702.0,,,
0.32,Ideal,E,VS2,,57.0,702.0,4.41,4.42,
0.4,Ideal,G,SI1,60.2,56.0,702.0,4.77,4.83,
0.32,,,VS2,62.2,,,4.37,,2.72
0.32,Ideal,,,61.9,,702.0,4.35,4.4,
0.32,Ideal,,VS2,62.1,,,4.38,,
,Ideal,E,VS2,61.6,55.0,,4.41,4.42,2.72
0.32,Ideal,E,VS2,62.6,,,4.37,4.38,2.74
,Ideal,,,62.3,54.0,702.0,,4.4,2.73
0.32,Ideal,E,VS2,61.9,56.0,702.0,,4.4,2.71
0.32,,E,VS2,61.0,59.0,,,4.45,2.71
0.32,Very Good,,VS2,62.8,54.0,,,4.38,
0.32,Ideal,E,VS2,,55.0,702.0,4.39,,2.74
,,E,VS2,61.5,55.0,702.0,4.38,,2.71
0.32,Ideal,E,VS2,62.2,55.0,702.0,4.36,4.38,2.72
0.4,Very Good,G,,,63.0,702.0,,4.8,
0.32,Premium,E,VS2,61.3,59.0,702.0,4.35,,2.68
0.4,Premium,G,,62.0,59.0,,4.7,4.72,2.92
0.4,Very Good,G,SI1,61.1,,702.0,4.7,,2.89
0.32,Ideal,E,,62.1,55.0,,,4.4,2.72
0.32,,E,VS2,62.7,,702.0,4.36,4.38,2.74
0.32,,,,,55.0,,4.36,,2.72
0.32,,E,VS2,,59.0,702.0,,4.43,2.67
,Ideal,E,VS2,61.3,,702.0,,4.45,2.72
0.4,Very Good,G,,61.6,59.0,702.0,,4.72,
0.32,Ideal,E,VS2,62.1,55.0,702.0,4.4,4.42,
0.32,Ideal,E,VS2,61.9,,702.0,,,2.71
0.32,Very Good,E,VS2,62.0,54.0,702.0,4.37,4.41,2.72
0.39,Very Good,G,,,61.0,703.0,,,2.8
0.38,,H,,62.2,54.0,703.0,4.64,,2.9
0.41,,,VS1,,56.0,703.0,4.73,4.77,2.98
0.43,,,,,58.0,703.0,4.8,4.84,2.98
0.38,,I,VS1,62.4,54.4,703.0,,4.66,2.9
,Ideal,,VS1,62.3,53.4,703.0,4.65,4.69,2.91
0.38,Ideal,I,,,55.1,703.0,4.66,4.7,2.88
0.38,,I,VS1,61.9,54.1,,4.64,,2.89
0.38,Ideal,I,,62.3,55.0,,4.63,4.66,
0.38,Ideal,I,,61.7,,703.0,4.67,,2.89
0.38,,I,VS1,61.9,,703.0,4.63,4.68,2.88
0.38,,I,VS1,61.5,53.9,703.0,4.66,4.7,2.89
0.3,,E,,62.5,54.0,,4.27,,2.69
,Ideal,E,VS1,62.2,,703.0,,4.33,
0.41,Ideal,F,SI2,,57.0,703.0,4.8,4.86,
,Ideal,,SI1,,,703.0,4.72,4.76,2.92
0.37,Ideal,F,,,,703.0,,4.69,
0.31,,E,,58.8,59.0,704.0,4.46,,2.62
0.3,Very Good,F,VS1,59.8,59.0,704.0,,4.43,2.61
,Very Good,F,VS1,,,,,,2.61
,Very Good,F,,60.0,57.0,704.0,4.76,4.8,2.86
0.4,Ideal,,VVS1,62.4,54.0,704.0,4.73,4.75,
0.4,Ideal,,,,56.0,704.0,4.69,,2.94
0.35,Ideal,,VS2,62.0,,704.0,4.49,4.51,2.79
0.27,Ideal,E,,61.4,57.0,,4.17,4.23,
,,D,,,56.0,704.0,4.3,4.36,
0.42,Ideal,G,,62.2,53.0,,4.8,,
,,H,,,,,,4.63,
,Premium,,,61.0,60.0,704.0,,4.94,2.99
0.43,Good,,,63.6,55.0,704.0,4.79,4.83,3.06
0.43,Good,G,SI1,63.1,58.0,704.0,4.75,4.79,
0.38,,G,VS2,,59.0,705.0,4.65,4.7,2.88
,Very Good,H,VS1,,,705.0,4.68,4.7,
0.29,Very Good,D,SI2,59.7,56.0,705.0,4.37,4.4,2.62
0.36,,H,VVS2,61.3,55.0,705.0,4.62,4.64,2.84
0.25,Ideal,F,VVS2,61.7,56.0,705.0,4.06,,
0.25,Ideal,,VVS2,61.7,,,4.05,,2.5
,Ideal,F,VVS1,62.3,56.0,705.0,4.01,,2.5
0.25,,E,,61.5,55.0,705.0,4.09,4.12,2.52
0.4,Ideal,H,SI1,62.6,,705.0,4.73,,2.97
0.4,Ideal,H,,62.1,,705.0,4.73,4.77,2.95
0.4,Ideal,H,SI1,,57.0,,4.77,4.79,2.93
0.33,Ideal,F,SI1,60.6,56.0,705.0,4.49,,2.71
0.33,,F,SI1,62.8,58.0,705.0,4.42,4.4,
0.33,Premium,F,SI1,,59.0,705.0,4.45,4.42,
0.33,Premium,F,SI1,,61.0,705.0,,4.44,2.67
0.41,Good,,SI1,,58.0,705.0,4.72,4.74,
0.3,Very Good,G,VVS1,62.4,59.0,705.0,4.25,4.31,2.67
0.4,,E,VS2,62.5,56.0,705.0,4.66,4.72,2.93
,Good,F,,63.4,57.0,705.0,4.73,4.74,3.0
0.41,Good,,SI1,63.3,58.0,705.0,,4.74,
0.41,Ideal,,SI1,61.4,57.0,705.0,4.78,4.8,2.94
0.41,Good,E,SI1,,58.0,705.0,,4.72,2.97
,Very Good,E,SI1,60.5,63.0,705.0,4.77,4.81,
0.41,Good,,SI1,63.1,59.0,705.0,4.7,4.75,
0.41,,F,SI1,,57.0,,4.78,,
,Very Good,,SI1,59.3,61.0,,4.8,4.84,2.86
0.41,Good,,SI1,63.5,56.0,705.0,4.7,4.75,3.0
0.41,,,SI1,63.7,58.0,705.0,4.71,4.74,3.01
0.41,Very Good,,SI1,,62.0,705.0,,4.83,2.93
,Ideal,E,SI1,61.8,,705.0,,4.78,2.95
0.41,Very Good,F,SI1,,,705.0,4.71,,2.99
,,E,SI1,61.2,59.0,705.0,4.78,4.82,2.94
0.41,Very Good,E,,61.5,61.0,705.0,4.75,4.78,2.93
0.41,Very Good,E,SI1,62.8,57.0,705.0,,,2.97
0.41,Very Good,E,SI1,62.8,58.0,705.0,4.72,4.77,
0.41,Very Good,E,SI1,,60.0,705.0,4.74,4.78,2.94
,,E,SI1,63.1,57.0,705.0,4.73,,
0.41,Good,E,SI1,,56.0,705.0,,4.73,3.0
0.31,Ideal,,VVS2,,,706.0,4.37,4.41,2.73
0.43,,,VS1,61.9,,,,,2.99
0.32,,D,VS1,,56.0,706.0,4.44,4.46,2.69
0.45,Ideal,,,61.5,,706.0,4.92,4.97,3.04
,Ideal,D,SI2,62.0,,706.0,,4.95,3.06
0.43,Good,,SI1,60.7,,706.0,4.86,4.89,2.96
0.32,Ideal,D,SI1,62.9,,706.0,4.4,4.38,2.76
,Ideal,D,,62.9,56.0,706.0,4.4,,2.76
0.32,,,,63.8,,706.0,4.36,4.35,2.78
,Good,,,63.7,55.0,706.0,4.33,4.31,
0.32,Premium,,,62.2,60.0,,4.37,4.34,2.71
,Ideal,,VS2,62.4,,,,4.53,
,,,,62.6,54.0,706.0,4.52,4.56,
0.35,,G,,61.7,61.0,,,,2.78
0.35,,H,VVS2,,58.0,706.0,4.5,4.54,2.8
0.35,,H,,,,706.0,4.46,4.5,2.81
0.35,,H,VVS2,,,706.0,4.48,4.5,2.83
,Ideal,G,VS1,,56.0,,,4.6,2.78
0.35,Ideal,F,VS2,61.5,,,4.52,,2.79
0.35,Very Good,G,VS1,62.9,58.0,706.0,,4.49,
0.35,Ideal,F,VS2,62.5,57.0,706.0,4.5,4.53,2.82
,Ideal,F,VS2,61.4,,,4.54,4.58,
0.35,Ideal,,VS2,62.1,56.0,,,,2.83
0.35,,,VVS2,59.2,56.0,706.0,4.6,4.65,2.74
0.35,Premium,F,VS2,61.8,58.0,,4.48,4.52,2.78
0.35,Premium,G,,,58.0,706.0,4.51,,2.77
0.23,,,VVS2,58.1,,438.0,4.09,4.03,2.36
0.27,Very Good,,VS2,61.5,57.0,439.0,4.18,4.22,2.58
,,G,VS1,,56.0,439.0,4.14,4.17,
0.27,Very Good,G,VS1,61.0,54.0,439.0,,,2.56
0.27,Very Good,,VS1,61.9,,439.0,4.13,4.16,2.56
0.3,Ideal,,,62.1,56.0,439.0,4.31,4.32,2.68
0.3,Ideal,,VVS2,62.3,58.0,,4.26,,2.66
,Ideal,I,SI2,62.1,54.0,439.0,4.56,4.58,2.84
0.36,Ideal,J,SI1,,53.0,,4.59,4.62,2.87
0.3,Ideal,I,SI1,60.4,59.0,439.0,4.33,,
0.23,,E,,,65.0,439.0,3.93,3.95,2.36
,Good,J,,64.0,55.0,439.0,4.28,4.25,2.73
,Ideal,,SI1,61.4,,440.0,4.51,4.55,2.78
0.26,Good,H,VVS2,63.4,,,4.05,,2.57
0.26,Very Good,H,VVS2,59.8,61.0,,,4.18,
0.31,Ideal,H,SI1,61.8,54.0,441.0,,,2.7
,Good,J,VS2,64.1,58.0,441.0,4.26,4.23,
0.32,Good,D,SI2,64.1,54.0,441.0,,,
,Premium,H,SI2,,58.0,441.0,4.49,4.54,2.78
0.27,,G,VVS2,,57.0,442.0,,4.15,2.56
0.31,Very Good,,VS2,,55.0,442.0,,4.36,2.68
0.23,,E,VS1,61.3,56.0,442.0,3.96,,2.43
0.24,Ideal,H,VVS2,,,,3.95,3.98,2.48
0.32,,J,VS1,62.0,54.7,442.0,4.39,4.42,2.73
0.24,Ideal,,VS1,61.8,,,,4.04,
,Ideal,H,SI1,,53.7,442.0,,4.31,
,Good,F,VS2,61.0,,442.0,,4.01,
,Very Good,,VS1,61.8,63.0,,4.26,4.29,2.64
0.3,Very Good,,,61.6,61.0,,4.23,4.28,2.62
0.27,Very Good,J,,,,443.0,,4.2,
0.35,Ideal,F,VS2,61.5,57.0,706.0,4.52,,2.79
0.35,,F,VS2,,59.0,,4.51,,2.81
0.35,Premium,,VS2,62.1,60.0,,,,2.78
0.35,Very Good,H,VVS2,,58.0,706.0,4.48,4.51,
0.35,Ideal,,VS1,62.1,56.0,,4.52,4.56,2.82
0.35,Very Good,G,,,55.0,,4.51,4.55,2.83
0.35,,F,VS2,,59.0,706.0,4.53,,
0.35,,,VS2,62.6,56.0,,4.49,4.52,
0.35,Ideal,F,VS2,60.8,57.0,706.0,4.52,,2.76
0.35,Premium,F,,61.9,,706.0,4.48,4.54,2.79
0.35,Ideal,F,VS2,61.4,55.0,,4.55,,
0.35,,,VS1,,55.0,706.0,4.52,4.53,
0.35,,F,,61.4,56.0,,4.53,4.56,2.79
,Premium,G,,61.5,58.0,706.0,4.5,4.54,2.78
0.35,,F,VS2,62.1,57.0,,4.53,4.55,2.82
,,F,VS2,,62.0,706.0,4.5,,2.76
0.35,Very Good,G,VS1,61.2,56.0,706.0,4.53,4.56,2.78
0.35,,,VS2,,54.0,,,4.58,2.8
0.35,Ideal,,VS1,60.5,,,4.55,4.58,2.76
0.35,Ideal,,VS1,61.9,55.0,706.0,,4.53,
0.35,Premium,F,VS2,61.5,,706.0,4.53,,2.79
0.35,Ideal,F,VS2,62.2,55.0,,4.48,4.53,2.8
0.35,Premium,G,VS1,62.3,59.0,706.0,4.49,4.53,
0.35,Ideal,F,,,,706.0,4.53,4.56,
,Ideal,F,VS2,62.4,57.0,706.0,,4.51,2.81
0.35,Ideal,,VS2,61.9,54.0,706.0,4.5,4.54,
0.35,Ideal,F,VS2,60.5,57.0,,,4.6,2.76
0.35,Ideal,H,,62.5,,706.0,4.48,,
,,G,VS1,60.7,,706.0,,4.58,
,Ideal,,VS1,61.3,,707.0,4.45,4.43,
0.28,,F,VVS2,62.6,55.0,,,4.2,
0.28,Very Good,,,61.6,56.0,707.0,,,
0.28,Very Good,,VVS2,61.1,57.0,707.0,4.24,4.27,2.6
,Very Good,,VVS2,61.0,57.0,707.0,4.22,4.25,
0.31,Very Good,E,VVS2,60.5,56.0,,4.39,4.47,
0.28,Very Good,,VVS1,61.5,56.0,,4.24,,
0.28,Very Good,E,,62.1,57.0,707.0,4.17,4.21,2.6
,,,VS1,63.2,59.0,,4.26,4.29,2.7
0.39,Ideal,,VS2,62.3,55.0,707.0,4.67,4.7,2.92
0.41,Ideal,J,VS1,,56.0,,,4.79,
0.32,,D,VS1,61.1,56.0,,4.44,4.47,2.72
0.35,,F,,61.1,,707.0,,4.58,2.79
0.39,Ideal,F,SI1,61.3,56.0,707.0,,,2.91
,Ideal,F,,,,707.0,4.38,4.35,
,Ideal,F,VS2,62.6,57.0,707.0,,4.37,2.75
,Ideal,D,VS2,60.5,,707.0,4.6,4.63,2.79
,,F,,61.5,,707.0,4.77,,
0.4,Very Good,E,SI1,62.8,59.0,707.0,4.67,4.7,2.94
0.4,,,SI1,62.9,,707.0,,4.74,2.97
0.4,Very Good,E,SI1,,59.0,707.0,4.7,,
0.31,Ideal,,VVS1,62.2,54.0,707.0,4.36,4.39,2.72
,Premium,,VVS2,61.8,58.0,707.0,4.32,,
,,G,VVS2,60.8,56.0,,4.38,4.4,2.67
0.31,,,VVS2,62.2,59.0,,,4.36,
0.31,Very Good,,VVS1,63.0,58.0,,,4.37,2.74
,Premium,G,VVS2,60.5,58.0,707.0,4.39,4.43,2.67
0.31,Good,G,,63.1,57.0,707.0,4.3,4.32,2.72
,,,,61.5,,707.0,4.36,4.39,2.69
,,H,VVS1,62.1,58.0,707.0,,,2.7
,,,VVS2,61.7,54.0,707.0,,4.38,2.69
0.31,Ideal,G,VVS2,62.1,56.0,707.0,,4.35,2.69
0.31,Good,,VVS2,63.4,59.0,707.0,4.26,4.29,2.71
0.31,,H,VVS1,61.6,55.0,,,4.38,2.69
0.4,,E,SI1,62.5,57.0,707.0,,4.74,
0.32,,,VS1,,56.0,707.0,4.42,4.47,2.75
0.31,,G,VVS2,62.6,57.0,707.0,4.29,4.33,
,Very Good,G,VVS2,60.0,62.0,707.0,4.4,4.44,2.65
0.31,Ideal,G,VVS2,61.4,56.0,707.0,4.35,,2.68
,Premium,G,VVS2,61.5,58.0,707.0,4.31,,2.66
0.31,,,VVS1,,,707.0,,,2.71
0.31,Ideal,G,VVS2,62.4,,707.0,4.31,,2.7
0.31,,,VVS2,63.3,,707.0,,,2.72
0.31,Good,H,,63.3,,707.0,,4.32,2.73
0.31,Ideal,G,VVS2,62.7,57.0,707.0,4.31,4.34,
0.31,Very Good,,VVS1,,58.0,707.0,4.32,4.34,2.68
0.31,Good,G,VVS2,63.2,58.0,707.0,4.26,,2.71
0.31,Ideal,G,VVS2,61.9,55.0,,,,
,Ideal,G,VVS2,62.4,,707.0,4.33,4.36,2.71
,Ideal,,VVS2,62.7,57.0,707.0,,4.33,2.71
,Good,G,,,56.0,707.0,,4.28,2.72
0.31,Ideal,H,VVS1,61.5,,707.0,,4.38,
0.31,Good,H,,63.3,,707.0,4.28,,
0.31,Very Good,G,VVS2,,56.0,,4.27,,2.67
0.31,Premium,,VVS1,61.8,58.0,707.0,,4.34,
0.31,Premium,H,VVS1,62.6,58.0,707.0,4.29,4.33,
0.31,Premium,H,VVS1,,58.0,,4.4,4.43,2.67
0.31,Ideal,,VVS1,62.7,54.0,707.0,,4.38,2.73
,Ideal,G,,61.8,56.0,707.0,4.31,4.36,2.68
,Very Good,G,VVS2,62.9,58.0,,4.28,4.3,2.7
0.31,Good,,VVS1,63.1,57.0,707.0,4.25,4.31,2.7
0.31,Ideal,H,VVS1,61.8,57.0,707.0,4.32,4.35,2.68
0.31,,,VVS1,60.6,59.0,707.0,4.36,4.38,2.65
0.31,Very Good,G,VVS2,62.9,58.0,707.0,4.27,4.31,2.7
,Good,D,SI1,63.4,56.0,707.0,,4.76,3.01
0.4,Very Good,D,SI1,60.0,56.0,,4.82,4.85,2.9
0.32,Ideal,,,,55.0,708.0,,4.43,2.72
0.32,,G,VVS2,62.0,54.0,,,4.42,2.73
0.32,Ideal,G,VVS2,,56.0,708.0,4.41,,2.74
0.32,,G,VVS2,62.1,,708.0,,4.42,
0.32,,G,,,,708.0,4.42,,2.73
0.32,Ideal,H,,61.2,56.0,708.0,4.44,,2.73
0.32,,H,VVS1,61.6,,708.0,4.42,,2.73
0.32,Ideal,H,,61.9,54.0,708.0,4.4,4.42,
0.32,,,,61.3,56.0,708.0,4.41,4.43,
0.32,Ideal,,VVS1,62.0,54.0,708.0,4.39,4.42,2.73
,,H,VVS1,,55.0,,,4.45,2.75
0.43,,J,SI1,61.9,54.0,,4.88,,3.01
,Premium,G,,62.1,60.0,708.0,4.61,4.54,
0.37,Premium,,SI1,,,,4.7,4.67,2.81
0.36,Very Good,,,,57.0,,4.53,4.51,2.85
0.31,Very Good,D,VS1,63.7,58.0,709.0,,4.3,
0.39,Very Good,G,SI1,61.7,59.4,709.0,4.65,4.7,2.88
0.45,,G,,61.9,54.0,709.0,4.91,4.95,
0.35,Ideal,,VS1,60.9,,709.0,4.59,,2.78
0.3,Premium,,SI1,,59.0,,4.27,4.23,2.66
,Premium,D,SI1,63.0,58.0,709.0,4.27,4.24,2.68
,Premium,,,,56.0,709.0,,4.24,2.67
0.3,Premium,D,SI1,62.5,58.0,709.0,4.31,4.27,2.68
,Ideal,D,SI1,62.0,,709.0,4.34,,2.68
0.42,Premium,,,61.5,59.0,709.0,4.84,4.78,2.96
0.35,Premium,,VS1,61.8,58.0,709.0,,4.5,2.79
0.35,,I,,61.1,60.0,,,4.52,2.78
,Premium,I,VS1,60.7,,709.0,4.59,4.53,
0.35,,I,VS1,61.6,56.0,,4.58,4.54,
0.35,Premium,H,,61.8,56.0,709.0,4.58,4.54,2.82
0.35,Premium,H,,,62.0,709.0,,,
0.3,Ideal,I,VVS1,61.9,57.0,709.0,,4.31,2.68
,,I,VVS1,,60.0,709.0,4.34,4.32,2.62
0.3,Ideal,,VVS1,61.1,57.0,709.0,,4.32,
0.3,Premium,I,VVS1,62.2,58.0,709.0,4.31,,
0.3,,,VVS1,,56.0,709.0,4.32,4.3,
0.3,Ideal,,VVS1,,56.0,,4.33,4.3,2.68
0.3,Premium,I,VVS1,61.1,59.0,709.0,4.33,4.31,
0.3,,I,VVS1,61.3,57.0,709.0,4.34,4.31,2.65
,,I,VVS1,63.1,57.0,709.0,4.29,4.27,2.7
0.3,Ideal,I,VVS1,62.3,,709.0,4.29,,2.67
0.3,Premium,I,VVS1,62.8,,709.0,,4.24,2.68
0.3,,I,VVS1,,60.0,709.0,4.28,4.25,
0.3,Premium,I,VVS1,,60.0,709.0,4.29,4.27,2.62
0.3,Good,I,,63.8,56.0,709.0,4.26,4.23,2.71
0.3,,I,VVS1,62.5,60.0,709.0,4.27,4.24,2.66
,Ideal,D,SI1,61.0,56.0,,,,2.66
0.3,Ideal,,,,56.0,709.0,4.35,4.32,2.66
0.3,Ideal,D,SI1,,,709.0,4.35,4.34,2.65
,Premium,D,SI1,59.7,,,4.37,4.34,
,Ideal,,,62.1,54.0,,4.35,,
0.3,,D,,61.9,,,4.34,,
0.3,Ideal,,SI1,61.4,55.0,709.0,4.34,,
0.3,Premium,D,SI1,60.6,60.0,709.0,4.32,,2.61
0.3,,,,61.0,,709.0,4.33,4.3,2.63
0.3,Ideal,D,SI1,62.1,56.0,,,4.3,2.68
0.3,Ideal,D,SI1,61.6,56.0,709.0,4.34,4.3,
0.3,,D,SI1,,60.0,709.0,4.35,,
0.3,Ideal,D,SI1,61.7,56.0,709.0,4.35,,2.67
0.3,Premium,D,SI1,,58.0,709.0,,4.28,
,Premium,D,SI1,61.6,,709.0,4.32,,2.65
0.3,,D,SI1,62.5,57.0,,4.32,4.29,2.69
0.3,,,SI1,61.0,57.0,709.0,,4.29,2.63
0.3,Ideal,,SI1,62.2,55.0,709.0,,4.29,2.68
,Very Good,D,SI1,,55.0,709.0,,,2.72
0.3,,D,SI1,61.6,57.0,709.0,4.32,,2.65
0.3,,D,SI1,62.2,58.0,,4.31,4.28,
0.3,,,SI1,,,709.0,4.31,4.28,2.67
0.3,Very Good,D,SI1,,55.0,709.0,4.31,,2.71
0.3,Premium,D,SI1,,,709.0,4.31,4.28,2.65
0.3,Ideal,,SI1,61.9,56.0,709.0,,,2.66
0.3,Premium,D,SI1,62.0,60.0,709.0,,4.26,2.65
,Very Good,D,SI1,,,,4.29,,
0.3,Good,D,,63.8,57.0,,4.29,4.27,
0.3,Premium,,SI1,,61.0,709.0,4.29,4.27,2.61
0.3,Premium,D,SI1,62.1,58.0,709.0,4.28,4.25,2.65
0.3,,,SI1,,,,4.3,4.25,2.66
0.3,Ideal,,,62.5,57.0,,,4.26,2.67
0.3,Premium,,SI1,,59.0,,,4.26,2.67
,Premium,D,SI1,62.4,60.0,,4.26,4.23,2.65
,,D,,62.7,,,4.26,4.23,2.66
0.3,Very Good,D,SI1,,56.0,,4.27,4.24,2.69
0.3,Premium,D,SI1,62.2,61.0,709.0,4.28,4.24,2.65
0.3,,D,SI1,,59.0,709.0,4.25,4.22,
0.3,,D,SI1,62.3,59.0,,4.25,4.22,2.64
,Premium,D,SI1,61.7,60.0,709.0,,,2.63
0.3,,F,VS1,61.0,,709.0,4.3,4.22,2.6
0.35,Good,H,VS2,63.7,57.0,709.0,4.53,4.48,
0.3,Premium,D,SI1,61.3,,709.0,4.32,4.26,2.63
,Very Good,,VVS2,61.5,55.0,710.0,4.37,4.41,2.7
,,G,VVS1,63.0,,,4.26,4.28,2.69
0.3,Very Good,G,,63.2,55.0,710.0,4.28,4.3,2.71
,Very Good,H,VS2,61.6,56.0,710.0,4.68,,2.89
0.42,Very Good,,,61.5,,,4.81,4.85,2.97
0.43,Ideal,J,,61.8,55.0,710.0,4.89,,3.03
0.31,Ideal,E,VVS2,60.4,,710.0,4.37,4.44,2.66
0.31,,E,VVS2,,58.0,,4.3,4.34,
0.31,,G,VVS1,61.3,,710.0,4.33,4.38,2.67
0.38,Ideal,,SI1,61.6,54.0,,,,
0.38,Ideal,F,SI1,,,710.0,,4.76,2.88
0.24,,E,VVS1,60.7,,710.0,4.03,4.01,2.44
0.24,Premium,D,VVS1,61.5,60.0,,4.0,3.97,
0.3,Premium,D,VS2,,,710.0,,4.3,
0.3,Ideal,D,VS2,62.5,55.0,710.0,4.3,4.31,2.69
0.3,Ideal,D,VS2,,54.0,710.0,4.29,4.32,2.69
0.3,Ideal,D,,62.3,,710.0,4.3,,2.69
0.3,Very Good,D,,62.5,59.0,710.0,4.23,4.28,2.66
0.3,,,VS2,62.9,58.0,710.0,4.23,,2.67
0.3,,D,VS2,62.3,56.0,710.0,4.29,4.32,2.68
0.3,Premium,D,,60.4,59.0,710.0,4.33,4.35,2.62
0.3,Premium,D,VS2,,58.0,710.0,4.35,4.38,2.64
0.3,Ideal,D,VS2,,57.0,710.0,4.31,,
0.3,,D,,61.9,58.0,710.0,4.28,4.32,
0.3,Premium,D,VS2,,58.0,710.0,4.3,4.32,2.66
0.3,,,VS2,,54.0,710.0,4.33,4.34,
0.3,,,,60.7,60.0,710.0,4.33,,
0.3,Ideal,D,VS2,61.6,,710.0,4.3,,
0.3,,,,62.9,,710.0,4.22,4.27,2.67
0.3,Very Good,D,VS2,62.9,56.0,710.0,4.24,4.28,
,Premium,,VS2,60.6,59.0,710.0,4.28,4.36,2.62
,Ideal,D,,,54.0,710.0,,4.34,2.69
0.3,,E,VS1,60.8,57.0,710.0,4.33,4.36,2.64
0.3,,,VS2,62.6,61.0,710.0,4.22,4.25,2.65
0.3,Ideal,D,VS2,,,710.0,4.32,4.36,2.66
,Premium,D,VS2,60.9,,710.0,4.32,,2.64
,Ideal,,VS2,61.5,,710.0,4.3,4.35,2.66
0.3,Ideal,,VS2,60.8,57.0,710.0,4.33,4.38,
0.3,Ideal,D,,62.2,55.0,,4.29,4.33,
0.3,,,,62.0,59.0,,4.22,4.27,2.63
0.3,,D,VS2,62.4,56.0,,,4.32,2.68
0.3,Premium,D,VS2,61.0,,710.0,,4.34,2.64
0.3,,D,,61.7,55.0,,,4.36,
0.3,Very Good,D,VS2,62.9,61.0,710.0,4.27,4.29,2.69
0.3,Ideal,D,VS2,61.8,55.0,710.0,4.32,4.36,2.68
0.3,,D,VS2,61.0,60.0,710.0,4.29,4.33,2.63
0.3,Very Good,D,,62.5,58.0,710.0,4.26,4.29,
0.3,Premium,E,VS1,61.8,58.0,,4.31,4.33,
0.3,Ideal,D,,60.9,57.0,,4.32,4.35,2.64
,,D,VS2,61.0,55.0,,4.33,4.36,2.65
0.3,Ideal,D,VS2,,55.0,,4.32,4.34,2.66
0.3,,D,VS2,,,710.0,,4.31,
,Ideal,D,,,,,4.27,4.3,2.67
0.3,,D,VS2,62.8,57.0,710.0,,4.29,2.68
,,D,VS2,62.6,,710.0,4.28,4.31,2.69
0.3,,D,VS2,,57.0,710.0,,4.31,2.7
,Very Good,D,,,59.0,710.0,,4.28,2.68
0.3,Very Good,,VS2,,60.0,,,4.31,2.59
0.3,,,VS2,61.9,57.0,710.0,4.29,4.33,2.67
0.3,Ideal,D,VS2,62.2,54.0,710.0,4.28,4.31,
,,E,VS1,,56.0,,4.31,,2.67
0.3,Ideal,E,VS1,61.7,,710.0,4.28,4.31,2.65
,Ideal,D,,61.1,56.0,,4.32,4.36,2.65
,Very Good,E,VS1,61.9,,710.0,4.26,4.3,
0.3,Ideal,D,VS2,62.0,56.0,,4.33,4.35,2.69
0.3,Very Good,D,VS2,62.0,58.0,710.0,4.29,,2.67
0.3,Ideal,E,VS1,60.7,,,4.31,4.36,2.63
0.3,Ideal,D,,61.8,,,,4.34,2.67
0.3,Premium,,,62.3,58.0,710.0,4.29,4.32,2.68
0.3,Ideal,D,VS2,,,,4.31,4.34,
,Premium,D,VS2,60.4,59.0,710.0,4.32,,2.62
0.3,Premium,D,,61.7,59.0,710.0,4.25,,2.63
0.3,,,,61.3,59.0,710.0,4.28,4.33,2.64
,Premium,D,,,,710.0,4.32,4.36,
0.3,Ideal,D,VS2,,,710.0,,,
,Very Good,D,VS2,62.2,58.0,710.0,4.25,,
0.31,,F,VVS2,61.6,,,4.34,4.38,2.68
0.4,Very Good,G,SI1,61.0,,711.0,4.77,4.8,2.92
,Very Good,F,SI2,61.9,,711.0,,,3.02
,Ideal,F,SI1,,,711.0,4.66,4.71,2.9
